bstopnm,geometry,SGG_NM
영선119안전센터,POINT (129.04319 35.0901633333),부산광역시 영도구
영선119안전센터,POINT (129.043375648891 35.08958066131),부산광역시 영도구
영도우체국,POINT (129.04201419057 35.091480660309),부산광역시 영도구
영도우체국,POINT (129.0415266667 35.0915466667),부산광역시 영도구
영도우체국,POINT (129.0410983333 35.091685),부산광역시 영도구
대교동,POINT (129.0386566667 35.0926216667),부산광역시 영도구
영도경찰서,POINT (129.0377683333 35.09299),부산광역시 영도구
영도경찰서,POINT (129.0372566667 35.093105),부산광역시 영도구
영도경찰서,POINT (129.037628 35.092899),부산광역시 영도구
깡깡이예술마을,POINT (129.0374416667 35.09129),부산광역시 영도구
깡깡이예술마을,POINT (129.037445 35.0910983333),부산광역시 영도구
남항동,POINT (129.03854 35.0901166667),부산광역시 영도구
대교사거리,POINT (129.039461913257 35.091462519426),부산광역시 영도구
남항동,POINT (129.0383 35.08939),부산광역시 영도구
남항동,POINT (129.03851 35.0891616667),부산광역시 영도구
태종대초등학교,POINT (129.081115 35.0648966667),부산광역시 영도구
남항시장,POINT (129.04245 35.088785),부산광역시 영도구
남항시장,POINT (129.042715289341 35.088308861009),부산광역시 영도구
차고지,POINT (129.0812560169 35.0634140899),부산광역시 영도구
영선아랫교차로,POINT (129.04011 35.0862316667),부산광역시 영도구
영선아랫교차로,POINT (129.0402516667 35.0862316667),부산광역시 영도구
영선위교차로,POINT (129.0424416667 35.085475),부산광역시 영도구
영선위교차로,POINT (129.042137034013 35.084775322838),부산광역시 영도구
영선위교차로,POINT (129.042870469825 35.085321136063),부산광역시 영도구
부산보건고,POINT (129.04135 35.08302),부산광역시 영도구
부산보건고,POINT (129.0413366667 35.08211),부산광역시 영도구
흰여울문화마을,POINT (129.044193783218 35.079581537656),부산광역시 영도구
흰여울문화마을,POINT (129.044602886034 35.079661160673),부산광역시 영도구
흰여울문화마을,POINT (129.044396840343 35.080144673278),부산광역시 영도구
흰여울문화마을,POINT (129.04404603645 35.080166257603),부산광역시 영도구
신선중학교,POINT (129.0448016667 35.0815266667),부산광역시 영도구
신선중학교,POINT (129.044875784698 35.082343415547),부산광역시 영도구
신선동주민센터,POINT (129.045384710598 35.083369399733),부산광역시 영도구
신선동주민센터,POINT (129.045304043763 35.083870893884),부산광역시 영도구
남도여중,POINT (129.046145 35.08609),부산광역시 영도구
남도여중,POINT (129.0463633333 35.0865783333),부산광역시 영도구
삼거리이용원,POINT (129.0489533333 35.0915666667),부산광역시 영도구
외나무약국,POINT (129.046955 35.08824),부산광역시 영도구
외나무약국,POINT (129.0472433333 35.0887666667),부산광역시 영도구
영도배수지,POINT (129.04797 35.09044),부산광역시 영도구
영도배수지,POINT (129.04819 35.090825),부산광역시 영도구
센트럴에일린의뜰,POINT (129.04952 35.0922366667),부산광역시 영도구
센트럴에일린의뜰,POINT (129.0500916667 35.092735),부산광역시 영도구
대교사거리,POINT (129.039220651682 35.091687649844),부산광역시 영도구
봉래2동마을건강센터,POINT (129.052765 35.0937516667),부산광역시 영도구
봉래2동마을건강센터,POINT (129.05293 35.09382),부산광역시 영도구
영월사,POINT (129.0544516667 35.0940116667),부산광역시 영도구
영월사,POINT (129.05462 35.0940066667),부산광역시 영도구
청학고개,POINT (129.05663 35.09405),부산광역시 영도구
교통순찰대.센트럴에일린의뜰,POINT (129.046431690186 35.093660733793),부산광역시 영도구
교통순찰대.센트럴에일린의뜰,POINT (129.045975766319 35.093754765299),부산광역시 영도구
한성맨션,POINT (129.050764642987 35.094993744404),부산광역시 영도구
한성맨션,POINT (129.0500233333 35.0945483333),부산광역시 영도구
HJ중공업,POINT (129.0536566667 35.0960383333),부산광역시 영도구
봉학초등학교,POINT (129.05356114847 35.095644168852),부산광역시 영도구
SK부산저유소,POINT (129.055611276354 35.097970478571),부산광역시 영도구
신도브래뉴아파트,POINT (129.055467565933 35.09727769975),부산광역시 영도구
청학시장,POINT (129.0598766667 35.09721),부산광역시 영도구
청학동부산은행,POINT (129.0615366667 35.0964466667),부산광역시 영도구
청학동부산은행,POINT (129.0618283333 35.09633),부산광역시 영도구
청학성당,POINT (129.063065 35.0957433333),부산광역시 영도구
청학주유소,POINT (129.0648033333 35.0940333333),부산광역시 영도구
청학주유소,POINT (129.0653716667 35.092985),부산광역시 영도구
영도구청,POINT (129.068255 35.0894483333),부산광역시 영도구
영도구청,POINT (129.06789646656 35.089944700367),부산광역시 영도구
동삼주공,POINT (129.07252 35.0861383333),부산광역시 영도구
동삼주공아파트입구,POINT (129.0716566667 35.0868883333),부산광역시 영도구
상리종합사회복지회관,POINT (129.0710383333 35.0853933333),부산광역시 영도구
상리종합사회복지회관,POINT (129.0706183333 35.0850466667),부산광역시 영도구
동삼3동주민센터,POINT (129.0687383333 35.0844316667),부산광역시 영도구
동삼3동주민센터,POINT (129.06874 35.0845216667),부산광역시 영도구
관리사무소,POINT (129.0674266667 35.08517),부산광역시 영도구
나상가,POINT (129.06722 35.0863166667),부산광역시 영도구
동삼삼거리,POINT (129.072292540617 35.084657800434),부산광역시 영도구
동삼삼거리,POINT (129.0725167 35.08434333),부산광역시 영도구
일동미라주아파트,POINT (129.0708 35.08184),부산광역시 영도구
일동미라주아파트,POINT (129.0707766667 35.081485),부산광역시 영도구
동삼시장,POINT (129.0703733333 35.079165),부산광역시 영도구
동삼시장,POINT (129.0703833333 35.0785666667),부산광역시 영도구
동삼국민은행앞교차로,POINT (129.072144 35.076183),부산광역시 영도구
동삼국민은행앞교차로,POINT (129.0726133333 35.0757816667),부산광역시 영도구
삼창파크맨션,POINT (129.0725783333 35.0753983333),부산광역시 영도구
에덴금호아파트,POINT (129.075435 35.0724133333),부산광역시 영도구
에덴금호아파트,POINT (129.076343127246 35.07150438978),부산광역시 영도구
해양대입구,POINT (129.07817 35.071358),부산광역시 영도구
해양대입구,POINT (129.07872 35.071357),부산광역시 영도구
하리,POINT (129.0804283333 35.0687466667),부산광역시 영도구
하리,POINT (129.080833314296 35.067928748488),부산광역시 영도구
태종대초등학교,POINT (129.081032217051 35.06531888189),부산광역시 영도구
롯데캐슬블루오션,POINT (129.0728533333 35.0731033333),부산광역시 영도구
KT동삼빌딩,POINT (129.0726416667 35.0730616667),부산광역시 영도구
중리초등학교,POINT (129.07194 35.0734933333),부산광역시 영도구
중리초등학교,POINT (129.0719833333 35.0733566667),부산광역시 영도구
벽산비치타운,POINT (129.07092 35.0750966667),부산광역시 영도구
벽산비치타운,POINT (129.0706666667 35.0753333333),부산광역시 영도구
체육고등학교,POINT (129.066329491881 35.071585881078),부산광역시 영도구
쌍용자동차학원,POINT (129.059482738196 35.086374747782),부산광역시 영도구
동삼1동행정복지센터,POINT (129.0685216667 35.0754983333),부산광역시 영도구
동삼1동행정복지센터,POINT (129.0678666667 35.0754716667),부산광역시 영도구
절영아파트,POINT (129.06582 35.07624),부산광역시 영도구
절영아파트,POINT (129.065284992298 35.076568025635),부산광역시 영도구
고신대학,POINT (129.064515 35.0781016667),부산광역시 영도구
고신대학,POINT (129.0645483333 35.0776183333),부산광역시 영도구
청학고개,POINT (129.0571733333 35.0941433333),부산광역시 영도구
청학시장,POINT (129.0594165919 35.0941845983),부산광역시 영도구
청학초등학교,POINT (129.059755 35.0925816667),부산광역시 영도구
영도여고,POINT (129.0646866667 35.07268),부산광역시 영도구
영도여고,POINT (129.0653533333 35.07256),부산광역시 영도구
체육고등학교,POINT (129.0669133333 35.0712866667),부산광역시 영도구
해동중학교,POINT (129.069115 35.0715716667),부산광역시 영도구
조양아파트,POINT (129.071254803155 35.072303271152),부산광역시 영도구
조양아파트,POINT (129.069915 35.07132),부산광역시 영도구
남고교,POINT (129.0672016667 35.06973),부산광역시 영도구
영도중리,POINT (129.06695 35.0695766667),부산광역시 영도구
남고교,POINT (129.0664657753 35.0696219369),부산광역시 영도구
함지그린아파트,POINT (129.0614083333 35.0701583333),부산광역시 영도구
함지그린아파트,POINT (129.0619666667 35.070325),부산광역시 영도구
절영복지회관,POINT (129.062280769116 35.071579928812),부산광역시 영도구
절영복지회관,POINT (129.062330669567 35.071806144625),부산광역시 영도구
반도보라아파트,POINT (129.0608466667 35.07114),부산광역시 영도구
반도보라아파트,POINT (129.0609183333 35.0710666667),부산광역시 영도구
75광장,POINT (129.05827 35.0708016667),부산광역시 영도구
75광장,POINT (129.0585833333 35.0710466667),부산광역시 영도구
함지골수련원,POINT (129.0538766667 35.0730233333),부산광역시 영도구
함지골수련원,POINT (129.05361 35.0728683333),부산광역시 영도구
백련사,POINT (129.0485283333 35.07584),부산광역시 영도구
백련사,POINT (129.048235 35.0761166667),부산광역시 영도구
영선아파트,POINT (129.04631 35.0777683333),부산광역시 영도구
영선아파트,POINT (129.0460066667 35.0780266667),부산광역시 영도구
고신대3강의동,POINT (129.063748292 35.0804268841),부산광역시 영도구
홈플러스,POINT (129.04468 35.09573),부산광역시 영도구
홈플러스,POINT (129.0448416667 35.0958466667),부산광역시 영도구
고신대3강의동,POINT (129.063889 35.080318),부산광역시 영도구
광명고교,POINT (129.062705 35.081915),부산광역시 영도구
일신마리나아파트,POINT (129.06311 35.08664),부산광역시 영도구
롯데낙천대,POINT (129.06078590014 35.088367893097),부산광역시 영도구
(구)해사고,POINT (129.0597033333 35.0888916667),부산광역시 영도구
영광아파트,POINT (129.05691 35.09116),부산광역시 영도구
시영아파트,POINT (129.0526283333 35.0921016667),부산광역시 영도구
롯데낙천대,POINT (129.0606514741 35.0880822925),부산광역시 영도구
시영아파트,POINT (129.0524795831 35.0919590871),부산광역시 영도구
쌍용자동차학원,POINT (129.059402 35.086349),부산광역시 영도구
청학시장,POINT (129.059275 35.0941433333),부산광역시 영도구
삼신아파트,POINT (129.05434 35.09231),부산광역시 영도구
청산학원,POINT (129.05796360979 35.090001151942),부산광역시 영도구
영도교회,POINT (129.073513166303 35.07690815577),부산광역시 영도구
영도교회,POINT (129.07335012555 35.076876439824),부산광역시 영도구
동삼초등학교,POINT (129.074081933203 35.079372001741),부산광역시 영도구
동삼초등학교,POINT (129.073601 35.078577),부산광역시 영도구
국제크루즈터미널입구,POINT (129.077315857879 35.080208901925),부산광역시 영도구
국제크루즈터미널입구,POINT (129.076625711326 35.081838194829),부산광역시 영도구
미창석유,POINT (129.07584562985 35.085792016964),부산광역시 영도구
미창석유,POINT (129.0751867 35.08579667),부산광역시 영도구
송강중공업,POINT (129.07216710303 35.088680399621),부산광역시 영도구
(주)국보,POINT (129.07105279711 35.089665990331),부산광역시 영도구
(주)거청,POINT (129.067906036787 35.094219930675),부산광역시 영도구
(주)거청,POINT (129.067672192732 35.093938431391),부산광역시 영도구
대선조선,POINT (129.063855 35.096235),부산광역시 영도구
대선조선,POINT (129.06148744853 35.097033717848),부산광역시 영도구
청학수변공원,POINT (129.060050558691 35.098079100564),부산광역시 영도구
